key,iea_ref,row_id,name,sector,country,register_class,iea_status,dropped_from_benchmark,capacity_value,capacity_unit,stop_event,perimeter_clause,rungs_passed,unread,site_result,site_searched,site_source,site_speaker,site_date,site_precision,site_note,capacity_result,capacity_searched,capacity_source,capacity_speaker,capacity_date,capacity_precision,capacity_note,fid_result,fid_searched,fid_source,fid_speaker,fid_date,fid_precision,fid_note,funding_result,funding_searched,funding_source,funding_speaker,funding_date,funding_precision,funding_note,start_result,start_searched,start_source,start_speaker,start_date,start_precision,start_note,input_result,input_searched,input_source,input_speaker,input_date,input_precision,input_note,input_provisional,as_of
iea:1843,1843,,"Dylan, phase 1",clean,GBR,none found,Concept,,51.976,ktH2Y,,,0,false,not_searched,false,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",false,2023-10-31
iea:1866,1866,gen2-nesbruket-mosjoen,"Nesbruket Gen2 plant 1, Mosjøen   ",clean,NO,admitted,Feasibility study,,195,MW_input,,,0,false,not_searched,false,https://gen2energy.com/production-sites/,Gen2 Energy,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was pass on evidence that did not exist yet",not_searched,false,https://gen2energy.com/production-sites/,owner,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was pass on evidence that did not exist yet",not_searched,false,https://gen2energy.com/production-sites/,owner,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,https://gen2energy.com/production-sites/,owner,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/edges.json,eufabric dependency sweep,2026-09-11,day,"as of 2023-10-31: the document cited is dated 2026-09-11, after the cut-off, so this rung was fail on evidence that did not exist yet",true,2023-10-31
iea:1867,1867,gen2-monstad-afjord,"Gen2 Energy, Åfjord ",clean,NO,admitted,Feasibility study,,150,MW_input,,,0,false,not_searched,false,https://gen2energy.com/production-sites/,Gen2 Energy,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was pass on evidence that did not exist yet",not_searched,false,https://gen2energy.com/production-sites/,owner,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was pass on evidence that did not exist yet",not_searched,false,https://gen2energy.com/production-sites/,owner,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,https://gen2energy.com/production-sites/,owner,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/edges.json,eufabric dependency sweep,2026-09-11,day,"as of 2023-10-31: the document cited is dated 2026-09-11, after the cut-off, so this rung was fail on evidence that did not exist yet",true,2023-10-31
iea:1878,1878,,BrintØ - Hydrogen Island,clean,DNK,none found,Concept,,1818.181818,ktH2Y,,,0,false,not_searched,false,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",false,2023-10-31
iea:1881,1881,madoqua-power2x-sines,MadoquaPower2X - Sines - phase 1,clean,PT,admitted,Feasibility study,,500,MW_input,,,0,false,not_searched,false,https://madoquapower2x.com/,MadoquaPower2X,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was pass on evidence that did not exist yet",not_searched,false,https://madoquapower2x.com/,owner,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was pass on evidence that did not exist yet",not_searched,false,https://madoquapower2x.com/,owner,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,https://cinea.ec.europa.eu/news-events/news/winners-first-eu-wide-renewable-hydrogen-auction-sign-grant-agreements-paving-way-new-european-2024-10-08_en,European Commission (CINEA),2024-10-07,day,"as of 2023-10-31: the document cited is dated 2024-10-07, after the cut-off, so this rung was pass on evidence that did not exist yet",not_searched,false,https://madoquapower2x.com/,owner,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/edges.json,eufabric dependency sweep,2026-09-11,day,"as of 2023-10-31: the document cited is dated 2026-09-11, after the cut-off, so this rung was fail on evidence that did not exist yet",true,2023-10-31
iea:1907,1907,,"P2X Europe - Nordic Electrofuel Porsgrunn project, phase 2",clean,NOR,none found,Concept,,995.7894737,ktH2Y,,,0,false,not_searched,false,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",false,2023-10-31
iea:1911,1911,,"MoU Shell - Mitsubishi, phase2",clean,NLD,unread,Concept,,1090.909091,ktH2Y,,,0,true,unread,true,,,,,company source unreadable; queued for a browser pass,unread,true,,,,,company source unreadable; queued for a browser pass,unread,true,,,,,company source unreadable; queued for a browser pass,unread,true,,,,,company source unreadable; queued for a browser pass,unread,true,,,,,company source unreadable; queued for a browser pass,unread,true,,,,,company source unreadable; queued for a browser pass,false,2023-10-31
iea:1949,1949,,Grandpuits biorefinery,clean,FRA,perimeter exclusion,FID/Construction,,20,ktH2Y,,blue,0,false,not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was not_searched on evidence that did not exist yet",not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was not_searched on evidence that did not exist yet",not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was not_searched on evidence that did not exist yet",not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was not_searched on evidence that did not exist yet",not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was not_searched on evidence that did not exist yet",not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was not_searched on evidence that did not exist yet",false,2023-10-31
iea:1969,1969,carlton-trafford-green-hydrogen,Trafford Low Carbon Energy Park  - phase 2,clean,GB,admitted,Concept,,200,MW_input,,,0,false,not_searched,false,https://www.traffordgreenhydrogen.co.uk/theproject,Carlton Power,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was pass on evidence that did not exist yet",not_searched,false,https://www.traffordgreenhydrogen.co.uk/theproject,owner,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was pass on evidence that did not exist yet",not_searched,false,https://www.traffordgreenhydrogen.co.uk/theproject,owner,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,https://www.gov.uk/government/publications/hydrogen-production-business-model-net-zero-hydrogen-fund-shortlisted-projects/hydrogen-production-business-model-net-zero-hydrogen-fund-har1-successful-projects,DESNZ,2023-12-14,day,"as of 2023-10-31: the document cited is dated 2023-12-14, after the cut-off, so this rung was pass on evidence that did not exist yet",not_searched,false,https://www.traffordgreenhydrogen.co.uk/theproject,owner,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/edges.json,eufabric dependency sweep,2026-09-11,day,"as of 2023-10-31: the document cited is dated 2026-09-11, after the cut-off, so this rung was fail on evidence that did not exist yet",true,2023-10-31
iea:1973,1973,volth2-wilhelmshaven,Wilhelmshaven - VoltH2,clean,DE,admitted,Feasibility study,,100,MW_input,,,0,false,not_searched,false,https://en.volth2.com/wilhelmshaven,VoltH2,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was pass on evidence that did not exist yet",not_searched,false,https://en.volth2.com/wilhelmshaven,owner,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was pass on evidence that did not exist yet",not_searched,false,https://en.volth2.com/wilhelmshaven,owner,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,https://en.volth2.com/wilhelmshaven,owner,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/edges.json,eufabric dependency sweep,2026-09-11,day,"as of 2023-10-31: the document cited is dated 2026-09-11, after the cut-off, so this rung was fail on evidence that did not exist yet",true,2023-10-31
iea:1996,1996,,"Moeve San Roque Energy Park (Algeciras) - Andalusian Green Hydrogen Valley
CARTEIA Project - Phase 1",clean,ESP,named not admitted,Feasibility study,,86.62666667,ktH2Y,,,0,false,not_searched,false,https://www.moeveglobal.com/en/businesses/commercial-clean-energies/green-hydrogen/green-hydrogen-production-at-moeve,owner,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was pass on evidence that did not exist yet",not_searched,false,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",false,2023-10-31
iea:1997,1997,moeve-onuba-huelva,"Moeve La Rábida Energy Park (Huelva) - phase 1 - Andalusian Green Hydrogen Valley
ONUBA I Project (Together with THARSIS: LUXIA project)",clean,ES,admitted,FID/Construction,,300,MW_input,,,0,false,not_searched,false,https://www.moeveglobal.com/en/press/moeve-investment-andalusian-green-hydrogen-valley-onuba-huelva,owner,2026-05-11,day,"as of 2023-10-31: the document cited is dated 2026-05-11, after the cut-off, so this rung was pass on evidence that did not exist yet",not_searched,false,https://www.moeveglobal.com/en/press/moeve-investment-andalusian-green-hydrogen-valley-onuba-huelva,owner,2026-05-11,day,"as of 2023-10-31: the document cited is dated 2026-05-11, after the cut-off, so this rung was pass on evidence that did not exist yet",not_searched,false,https://www.moeveglobal.com/en/press/moeve-investment-andalusian-green-hydrogen-valley-onuba-huelva,owner,2026-05-11,day,"as of 2023-10-31: the document cited is dated 2026-05-11, after the cut-off, so this rung was pass on evidence that did not exist yet",not_searched,false,https://www.moeveglobal.com/en/press/moeve-green-hydrogen-andalusia-perte-erha,funder,2025-09-16,day,"as of 2023-10-31: the document cited is dated 2025-09-16, after the cut-off, so this rung was pass on evidence that did not exist yet",not_searched,false,https://www.moeveglobal.com/en/press/moeve-investment-andalusian-green-hydrogen-valley-onuba-huelva,owner,2026-05-11,day,"as of 2023-10-31: the document cited is dated 2026-05-11, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,https://www.moeveglobal.com/en/press/moeve-investment-andalusian-green-hydrogen-valley-onuba-huelva,owner,2026-05-11,day,"as of 2023-10-31: the document cited is dated 2026-05-11, after the cut-off, so this rung was fail on evidence that did not exist yet",true,2023-10-31
iea:2004,2004,,Hellenic Hydrogen in  Western Macedonia,clean,GRC,named not admitted,Feasibility study,,17.32533333,ktH2Y,,,0,false,not_searched,false,https://www.hellenic-hydrogen.gr/en/projects/,owner,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was pass on evidence that did not exist yet",not_searched,false,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",false,2023-10-31
iea:2015,2015,plugpower-kokkola,Plug Power Kokkola plant,clean,FI,admitted,Feasibility study,,1000,MW_input,,,0,false,not_searched,false,https://www.ir.plugpower.com/press-releases/news-details/2023/Plug-Power-Makes-Major-Strategic-Move-into-Finlands-Green-Hydrogen-Economy-with-its-Proven-PEM-Electrolyzer-and-Liquefaction-Technology/default.aspx,Plug Power,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was pass on evidence that did not exist yet",not_searched,false,https://www.ir.plugpower.com/press-releases/news-details/2023/Plug-Power-Makes-Major-Strategic-Move-into-Finlands-Green-Hydrogen-Economy-with-its-Proven-PEM-Electrolyzer-and-Liquefaction-Technology/default.aspx,owner,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was pass on evidence that did not exist yet",not_searched,false,https://www.ir.plugpower.com/press-releases/news-details/2023/Plug-Power-Makes-Major-Strategic-Move-into-Finlands-Green-Hydrogen-Economy-with-its-Proven-PEM-Electrolyzer-and-Liquefaction-Technology/default.aspx,owner,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,https://www.ir.plugpower.com/press-releases/news-details/2023/Plug-Power-Makes-Major-Strategic-Move-into-Finlands-Green-Hydrogen-Economy-with-its-Proven-PEM-Electrolyzer-and-Liquefaction-Technology/default.aspx,owner,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/edges.json,eufabric dependency sweep,2026-09-11,day,"as of 2023-10-31: the document cited is dated 2026-09-11, after the cut-off, so this rung was fail on evidence that did not exist yet",true,2023-10-31
iea:2016,2016,plugpower-kristinestad,Plug Power Kristinestad plant,clean,FI,admitted,Feasibility study,,1000,MW_input,,,0,false,not_searched,false,https://www.ir.plugpower.com/press-releases/news-details/2023/Plug-Power-Makes-Major-Strategic-Move-into-Finlands-Green-Hydrogen-Economy-with-its-Proven-PEM-Electrolyzer-and-Liquefaction-Technology/default.aspx,Plug Power,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was pass on evidence that did not exist yet",not_searched,false,https://www.ir.plugpower.com/press-releases/news-details/2023/Plug-Power-Makes-Major-Strategic-Move-into-Finlands-Green-Hydrogen-Economy-with-its-Proven-PEM-Electrolyzer-and-Liquefaction-Technology/default.aspx,owner,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was pass on evidence that did not exist yet",not_searched,false,https://www.ir.plugpower.com/press-releases/news-details/2023/Plug-Power-Makes-Major-Strategic-Move-into-Finlands-Green-Hydrogen-Economy-with-its-Proven-PEM-Electrolyzer-and-Liquefaction-Technology/default.aspx,owner,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,https://www.ir.plugpower.com/press-releases/news-details/2023/Plug-Power-Makes-Major-Strategic-Move-into-Finlands-Green-Hydrogen-Economy-with-its-Proven-PEM-Electrolyzer-and-Liquefaction-Technology/default.aspx,owner,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/edges.json,eufabric dependency sweep,2026-09-11,day,"as of 2023-10-31: the document cited is dated 2026-09-11, after the cut-off, so this rung was fail on evidence that did not exist yet",true,2023-10-31
iea:2017,2017,,Plug Power Porvoo plant,clean,FIN,named not admitted,Feasibility study,,29.98615385,ktH2Y,,,0,false,not_searched,false,https://www.plug.fi,owner,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was pass on evidence that did not exist yet",not_searched,false,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",false,2023-10-31
iea:2033,2033,ricenergy-besaya-torrelavega,"Besaya H2, phase 1",clean,ES,admitted,Feasibility study,,500,MW_input,,,0,false,not_searched,false,https://ric.energy/besaya-h2-proyecto-ric-energy-impulsara-descarbonizacion-cantabria/,owner,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was pass on evidence that did not exist yet",not_searched,false,https://ric.energy/besaya-h2-proyecto-ric-energy-impulsara-descarbonizacion-cantabria/,owner,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was pass on evidence that did not exist yet",not_searched,false,https://ric.energy/besaya-h2-proyecto-ric-energy-impulsara-descarbonizacion-cantabria/,owner,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,https://ric.energy/besaya-h2-proyecto-ric-energy-impulsara-descarbonizacion-cantabria/,owner,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/edges.json,eufabric dependency sweep,2026-09-11,day,"as of 2023-10-31: the document cited is dated 2026-09-11, after the cut-off, so this rung was fail on evidence that did not exist yet",true,2023-10-31
iea:2036,2036,,BotH2nia - Flexens Kokkola,clean,FIN,none found,Feasibility study,,60.63866667,ktH2Y,,,0,false,not_searched,false,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",false,2023-10-31
iea:2056,2056,,"Moeve La Rábida Energy Park (Huelva) - phase 2 - Andalusian Green Hydrogen Valley
ONUBA II Project",clean,ESP,named not admitted,Concept,,69.30133333,ktH2Y,,,0,false,not_searched,false,https://www.moeveglobal.com/en/businesses/commercial-clean-energies/green-hydrogen/green-hydrogen-production-at-moeve,owner,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was pass on evidence that did not exist yet",not_searched,false,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",false,2023-10-31
iea:2058,2058,tes-ewe-wilhelmshaven,TES- Green Energy Hub - Wilhelmshaven Port,clean,DE,admitted,Concept,,500,MW_input,,,0,false,not_searched,false,https://tes-h2.com/news/tes-and-ewe-to-build-500mw-electrolyser-at-wilhelmshaven-green-energy-hub,Tree Energy Solutions,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was pass on evidence that did not exist yet",not_searched,false,https://tes-h2.com/news/tes-and-ewe-to-build-500mw-electrolyser-at-wilhelmshaven-green-energy-hub,owner,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was pass on evidence that did not exist yet",not_searched,false,https://tes-h2.com/news/tes-and-ewe-to-build-500mw-electrolyser-at-wilhelmshaven-green-energy-hub,owner,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,https://tes-h2.com/news/tes-and-ewe-to-build-500mw-electrolyser-at-wilhelmshaven-green-energy-hub,owner,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/edges.json,eufabric dependency sweep,2026-09-11,day,"as of 2023-10-31: the document cited is dated 2026-09-11, after the cut-off, so this rung was fail on evidence that did not exist yet",true,2023-10-31
